?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0000248>	"Diencephalic nucleus that is dorsal to the caudal parvocellular preoptic nucleus. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000248"
<http://purl.obolibrary.org/obo/ZFA_0000805>	"Portion of somite 23 that gives rise to body wall muscle masses."	"TAO:0000805"
<http://purl.obolibrary.org/obo/ZFA_0000970>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 26."	"TAO:0000970"
<http://purl.obolibrary.org/obo/ZFA_0001515>	"Cartilage bar (bilaterally paired) that is first visible as an anterior extension of the auditory capsule. It grows anteriorly toward the middle of the orbit where it is connected to its mate on the other side by the epiphyseal bar."	"TAO:0001515"
<http://purl.obolibrary.org/obo/ZFA_0001546>		
<http://purl.obolibrary.org/obo/ZFA_0007108>	"Vertebra that is posteriorly adjacent to vertebra 24."	
<http://purl.obolibrary.org/obo/ZFA_0001413>		
<http://purl.obolibrary.org/obo/ZFA_0001689>	"Non-material anatomical entity of one dimension, which forms a boundary of an anatomical surface or is a modulation of an anatomical surface."	"TAO:0001837 CARO:0000008"
<http://purl.obolibrary.org/obo/ZFA_0001169>	"Vertebra that is posteriorly adjacent to vertebra 2."	"TAO:0001169"
<http://purl.obolibrary.org/obo/ZFA_0001665>	"Nucleus located in the midbrain."	"TAO:0002209"
<http://purl.obolibrary.org/obo/ZFA_0005211>	"Midbrain interneuron in the lateral midbrain."	"TAO:0005211"
<http://purl.obolibrary.org/obo/ZFA_0005644>	"The ligament that connects the anteroventral tips of ceratobranchials 5 medially."	
<http://purl.obolibrary.org/obo/ZFA_0001521>	"Ceratobranchial cartilage that is the most posterior, bilaterally paired ventral pharyngeal arch cartilage."	"TAO:0001521"
<http://purl.obolibrary.org/obo/ZFA_0000790>	"Muscle pioneer cell part of somite 10."	"TAO:0000790"
<http://purl.obolibrary.org/obo/ZFA_0005406>	"Fossa or chamber on anterior portion of orbital region of neurocranium that serves as attachment site for anterior extrinsic eye musculature."	"TAO:0001927"
<http://purl.obolibrary.org/obo/ZFA_0005777>	"Sympathetic neurons are part of the sympathetic nervous system and are primarily adrenergic producing the neurotransmitter noradrenalin along with other neuropeptides."	"CL:0011103"
<http://purl.obolibrary.org/obo/ZFA_0005105>	"A network of blunt ended vessels lacking direct connection to the blood vascular system.  These vessels collect and drain fluids and macromolecules from interstitial spaces throughout the animal.  They derive from a subpopulation of endothelial cells and have walls that are much thinner than the blood carrying vessels.  The walls are mostly composed of single layer of irregularly shaped endothelial cells.  Lymphatic vessels are usually classified as either superficial or deep."	"TAO:0005105"
<http://purl.obolibrary.org/obo/ZFA_0000969>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 23."	"TAO:0000969"
<http://purl.obolibrary.org/obo/ZFA_0009081>	"A cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."	"CL:0000134 TAO:0009081"
<http://purl.obolibrary.org/obo/ZFA_0001161>	"Paired fin that is located in the thoracic region of the body."	"TAO:0001161"
<http://purl.obolibrary.org/obo/ZFA_0000650>		"TAO:0000650"
<http://purl.obolibrary.org/obo/ZFA_0005548>	"Pectoral fin lepidotrichium that, in a linear sequence, is the second most anterior pectoral ray, usually branched and segmented."	"TAO:0001762"
<http://purl.obolibrary.org/obo/ZFA_0001545>		
<http://purl.obolibrary.org/obo/ZFA_0000448>	"Diencephalic nucleus which is located ventral to the medial preglomerular nucleus in the caudal tuberculum. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000448"
<http://purl.obolibrary.org/obo/ZFA_0005968>	"Pseudobranch cells are epithelial cells characterized by apical localization of the enzyme Na + /K + -ATPase and an extensive cytoplasmic tubular network."	
<http://purl.obolibrary.org/obo/ZFA_0001481>	"Lateral line nerve that originates within the ventral anterior lateral line ganglion and innervates the mandibular and opercular neuromasts."	"TAO:0001481"
<http://purl.obolibrary.org/obo/ZFA_0005304>	"Blood vessel located within the caudal fin."	"TAO:0005304"
<http://purl.obolibrary.org/obo/ZFA_0005876>	"The space between the cornea and lens in the anterior segment of the eye where the aqueous humor is located."	
<http://purl.obolibrary.org/obo/ZFA_0005224>	"The larval melanophore stripe that forms a band over the ventral surface of the yolk sac."	"TAO:0005224"
<http://purl.obolibrary.org/obo/ZFA_0007038>	"Rostral portion of the neural tube."	"TAO:0007038"
<http://purl.obolibrary.org/obo/ZFA_0001544>		
<http://purl.obolibrary.org/obo/ZFA_0001516>	"Pharyngeal arch cartilage that forms the largest skeletal element of the ventral branchial arches."	"TAO:0001516"
<http://purl.obolibrary.org/obo/ZFA_0005507>	"Multi-tissue structure composed of connective tissue that surrounds, the internal portions of the olfactory epithelium."	"TAO:0002035"
<http://purl.obolibrary.org/obo/ZFA_0000325>	"Diencephalic nucleus which is part of the caudal tuberculum.  It is targeted by ascending fibers originating from the secondary gustatory/ visceral complex."	"TAO:0000325"
<http://purl.obolibrary.org/obo/ZFA_0005030>	"Vein that branches off the nasal ciliary artery.  Initially, at 2dpf, the dorsal ciliary vein (DCV) drains into the primordial midbrain channel (PMBC) or the PMBC/PHBC junction.  Later, by 3.5dpf,  the DCV drains into the optic choroid vascular plexus.  The dorsal branch of the inner optic circle drains into the DCV."	"TAO:0005030"
<http://purl.obolibrary.org/obo/ZFA_0000197>	"Habenular nucleus where the efferent projections innervate the interpeduncular nucleus.  The dorsal habenula is structurally homologous to the mammalian medial habenula."	"TAO:0000197"
<http://purl.obolibrary.org/obo/ZFA_0005121>	"Dorsolateral placode that gives rise to the middle lateral line."	"TAO:0005121"
<http://purl.obolibrary.org/obo/ZFA_0009241>		"CL:0000529 TAO:0009241"
<http://purl.obolibrary.org/obo/ZFA_0005697>	"Glomerulus located in the ventromedial zone of the olfactory bulb. vmG7 is located anteriorly to vmG1-3 and vmG4-6."	
<http://purl.obolibrary.org/obo/ZFA_0001338>	"Folded tube that has parts intestinal bulb, mid intestine and posterior intestine.  The intestine is where digestion and nutrient absorption occurs."	"TAO:0001338"
<http://purl.obolibrary.org/obo/ZFA_0000886>	"Fast muscle cell located in somite 9."	"TAO:0000886"
<http://purl.obolibrary.org/obo/ZFA_0001365>		"TAO:0001365"
<http://purl.obolibrary.org/obo/ZFA_0001173>	"Median fin that is located on the dorsal surface of the fish."	"TAO:0001173"
<http://purl.obolibrary.org/obo/ZFA_0000481>	"Preglomerular nucleus which is the most caudomedial of the preglomerular nuclei of the caudal tuberculum. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000481"
<http://purl.obolibrary.org/obo/ZFA_0000169>		
<http://purl.obolibrary.org/obo/ZFA_0009112>	"An elongated, contractile cell found wrapped about precapillary arterioles outside the basement membrane. Pericytes are present in capillaries where proper adventitial and muscle layer are missing (thus distinguishing this cell type from adventitial cells). They are relatively undifferentiated and may become fibroblasts, macrophages, or smooth muscle cells."	"TAO:0009112 CL:0000669"
<http://purl.obolibrary.org/obo/ZFA_0009303>	"A specialized endothelial cell that senses extracellular signals and guides the directed growth of blood vessels."	"CL:0000704 TAO:0009303"
<http://purl.obolibrary.org/obo/ZFA_0000626>	"Brainstem and spinal tract which emerges medial to the caudal intermediate reticular formation and runs caudally along the medial edge of the inferior reticular formation. It is displaced laterally and associates with other tracts in the dorsal part of the funiculus lateralis immediately prior to reaching the spinal cord. The bulbo-spinal tract carries descending spinal projections. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000626"
<http://purl.obolibrary.org/obo/ZFA_0001526>	"Small cartilage that forms at the anteromedial tip of ceratobranchial 3, lateral to copula 1."	"TAO:0001526"
<http://purl.obolibrary.org/obo/ZFA_0009242>		"TAO:0009242 CL:0000530"
<http://purl.obolibrary.org/obo/ZFA_0000048>	"Neurogenic placode that gives rise to the olfactory neurons that which convey odor information to the CNS."	"TAO:0000048"
<http://purl.obolibrary.org/obo/ZFA_0005245>	"A non-terminally differentiated cell that originates from the neural crest and differentiates into a xanthophore."	"CL:0005002 TAO:0002148"
<http://purl.obolibrary.org/obo/ZFA_0001061>	"Arteries that connect the dorsal aorta and the dorsal longitudinal anastomotic vessel. They run along the vertical myotomal boundaries.  At early stages these vessels don't have venous or arterial markers.  They form from the primary sprouts from the dorsal aorta."	"TAO:0001061"
<http://purl.obolibrary.org/obo/ZFA_0005488>	"Joint that articulates the left and right dentary bones. Mandibular symphysis is unpaired."	"TAO:0001851"
<http://purl.obolibrary.org/obo/ZFA_0000116>	"Portion of tissue that is a patch of thickened, pseudostratified epithelium in the inner ear, consisting of regular arrays of sensory hair cells interspersed with supporting cells.  The macula lagena develops from the posterior macula. In juveniles the macula lagena lies in a vertical plane covering most of the medial wall of the lagena."	"TAO:0000116"
<http://purl.obolibrary.org/obo/ZFA_0000138>	"Primordium of the ear epithelium before it hollows into the otic vesicle, present beside the hindbrain rudiment in the mid-segmentation period. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/ear/ear.html'>ear</a> by T. Whitfield.)"	"TAO:0000138"
<http://purl.obolibrary.org/obo/ZFA_0005249>	"Is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."	"TAO:0001079 TAO:0005249"
<http://purl.obolibrary.org/obo/ZFA_0000179>	"Cranial nerve root which is part of the abducens nerve (CN-VI) and is located at the level of the intermediate reticular formation. Fuses with the rostral root of the abducens nerve and courses rostrally once outside the brain stem. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000179"
<http://purl.obolibrary.org/obo/ZFA_0001647>	"Internal skeletal supports of the dorsal fin."	"TAO:0001672"
<http://purl.obolibrary.org/obo/ZFA_0007103>	"Vertebra that is posteriorly adjacent to vertebra 19."	
<http://purl.obolibrary.org/obo/ZFA_0000175>	"Cranial nerve which enters the brain between cranial nerves VIII and IX; contains afferents and sensory efferents to the posterior lateral line ganglion and middle ganglion. Fibers from the posterior lateral line ganglion innervate the occipital dorsal lateral line and trunk lateral lines."	"TAO:0000175"
<http://purl.obolibrary.org/obo/ZFA_0009110>		"TAO:0009110 CL:0000180"
<http://purl.obolibrary.org/obo/ZFA_0001441>	"Posterior portion of the rhombic lip contained within rhombomeres 2-8.  Gives rise to several brainstem nuclei and choroid plexus."	"TAO:0001441"
<http://purl.obolibrary.org/obo/ZFA_0005247>	"Interneurons of the spinal cord that arise from the V1 proliferation domain.  The CiA neurons inhibit motoneurons, other ventral interneurons and also inhibit dorsal sensory neurons involved in sensory gating.  CiA have ipsilateral axonal projections in both motor and sensory regions of spinal cord."	"TAO:0005247"
<http://purl.obolibrary.org/obo/ZFA_0001395>	"Neural arch 4 is expanded and fused to supraneural 3 as part of the neural complex. A reduced neural spine projects from the posterior margin of the neural complex."	"TAO:0001395"
<http://purl.obolibrary.org/obo/ZFA_0005340>	"A diencephalic nucleus that is part of caudal periventricular hypothalmus surrounding the posterior recess of the third ventricle."	"TAO:0005340"
<http://purl.obolibrary.org/obo/ZFA_0005498>	"Joint that articulates the epihyal and branchiostegal ray bones. Epihyal-branchiostegal ray joint is paired."	"TAO:0001849"
<http://purl.obolibrary.org/obo/ZFA_0000647>	"Diencephalic nucleus which is located in the caudal portion of the dorsal thalamus, dorsal to the central caudal thalamic nucleus."	"TAO:0000647"
<http://purl.obolibrary.org/obo/ZFA_0000182>	"Diencephalic nucleus which is located in the caudal portion of the dorsal thalamus, ventral to the dorsal caudal thalamic nucleus."	"TAO:0000182"
<http://purl.obolibrary.org/obo/ZFA_0001605>	"Surface structure that is the ventral portion of the caudal fin."	"TAO:0001594"
<http://purl.obolibrary.org/obo/ZFA_0001577>	"Process of the premaxilla that extends posteriorly and overlays the mesethmoid."	"TAO:0001577"
<http://purl.obolibrary.org/obo/ZFA_0005259>	"Blood vessel endothelium that has tight junctions between the endothelial cells."	"TAO:0005259"
<http://purl.obolibrary.org/obo/ZFA_0001016>	"Portion of somite 2 that gives rise to body wall muscle masses."	"TAO:0001016"
<http://purl.obolibrary.org/obo/ZFA_0009377>		
<http://purl.obolibrary.org/obo/ZFA_0005636>	"Ligament that connects the intercalarium to the  anterior process of the tripus and the scaphium."	
<http://purl.obolibrary.org/obo/ZFA_0005800>	"Portion of organism substance that is located between the cap and second tier layers of the breeding tubercles.  The lipid lamellae is composed of lipids."	
<http://purl.obolibrary.org/obo/ZFA_0005265>	"Ligament that connects the premaxilla to the maxilla."	"TAO:0001827"
<http://purl.obolibrary.org/obo/ZFA_0005225>	"Lip that covers the lower portion of the mouth."	"TAO:0002060"
<http://purl.obolibrary.org/obo/ZFA_0005308>	"Arteriole that carries blood out of the glomerular capillaries."	"TAO:0002140"
<http://purl.obolibrary.org/obo/ZFA_0001376>	"Presumptive structure at the animal poll of the blastula that will develop into ectoderm via the epiblast. Determined by fate mapping."	"TAO:0001376"
<http://purl.obolibrary.org/obo/ZFA_0005074>	"Cardiac conduction system, characterized by slow impulse propagation and prolonged refractory periods."	"TAO:0005074"
<http://purl.obolibrary.org/obo/ZFA_0000822>	"Hindbrain segment or neuromere posterior to rhombomere 1."	"TAO:0000822"
<http://purl.obolibrary.org/obo/ZFA_0001300>	"Epibranchial placode that gives rise to vagal ganglion 4."	"TAO:0001300"
<http://purl.obolibrary.org/obo/ZFA_0000384>	"Mandibular muscle that inserts along the dorsolateral faces of the hyosymplectics."	"TAO:0000384"
<http://purl.obolibrary.org/obo/ZFA_0000757>	"Fast muscle cell located in somite 27."	"TAO:0000757"
<http://purl.obolibrary.org/obo/ZFA_0005060>		"TAO:0005060"
<http://purl.obolibrary.org/obo/ZFA_0009378>		
<http://purl.obolibrary.org/obo/ZFA_0005372>	"First distal radial of the dorsal fin."	"TAO:0005372"
<http://purl.obolibrary.org/obo/ZFA_0005089>	"An elaborate set of vessels that branch off caudally from the anterior mesenteric artery just after the dorsal aorta.  The SBA vascular loops are located on the ventral side of the swim bladder."	"TAO:0005089"
<http://purl.obolibrary.org/obo/ZFA_0005094>	"Is an ocular vasculature that develops adjacent to the pigment epithelium of the eye. The optic choroid vascular plexus develops from the primitive mesencephalic artery. Initially blood enters from the mesencephalic central artery, and the dorsal ciliary vein. The plexus drains via the ophthalmic vein. The plexus supplies blood to the retina."	"TAO:0005094"
<http://purl.obolibrary.org/obo/ZFA_0005343>	"CNS white matter, axonal tract interconnecting catecholaminergic cell groups in the posterior tuberculum and hypothalamus."	"TAO:0005343"
<http://purl.obolibrary.org/obo/ZFA_0000164>		"TAO:0000164"
<http://purl.obolibrary.org/obo/ZFA_0000594>	"Dermal bone that articulates dorsally with the posttemporal and ventrally with the cleithrum. Supracleithrum is part of the secondary pectoral girdle and commonly, carries part of the lateral line canal."	"TAO:0000594"
<http://purl.obolibrary.org/obo/ZFA_0001706>	"Portion of tissue that is part of the corpus cerebelli and contains Purkinje cells."	"TAO:0002240"
<http://purl.obolibrary.org/obo/ZFA_0001103>		
<http://purl.obolibrary.org/obo/ZFA_0001597>	"Endochondral bone which is the posteroventral region of the exoccipital bone."	"TAO:0000348"
<http://purl.obolibrary.org/obo/ZFA_0001229>	"Anatomical cluster made up of skeletal and cartilaginous elements of the seventh pharyngeal arch, also called fifth  gill or branchial arch."	"TAO:0001229"
<http://purl.obolibrary.org/obo/ZFA_0009245>		"CL:0000534 TAO:0009245"
<http://purl.obolibrary.org/obo/ZFA_0000006>	"The anterior round region of the yolk cell present after the yolk extension forms during the segmentation period."	"TAO:0000006"
<http://purl.obolibrary.org/obo/ZFA_0001419>	"A range of seven to nine rod-like internal median skeletal support structures of the dorsal fin, comprised of both bone and cartilage and found between vertebrae 11 and 18."	"TAO:0001419"
<http://purl.obolibrary.org/obo/ZFA_0009246>		"TAO:0009246 CL:0000535"
<http://purl.obolibrary.org/obo/ZFA_0005234>	"A spinal interneuron with a dorsal dendrite that extends caudally. CoLA also has  midlateral process that extend rostrally and caudally, the axon crosses the cord dorsal to the Mauthner cell and ascends, extending dorsally.  Axon has minor descending branch.  These neurons are glycinergic."	"TAO:0005234"
<http://purl.obolibrary.org/obo/ZFA_0005005>	"Aortic arch that is part of pharyngeal arch 1. The paired aortic arch 1 arteries branch off of the ventral aorta, and empty into the right and left lateral dorsal aorta."	"TAO:0005005"
<http://purl.obolibrary.org/obo/ZFA_0001528>	"Epibranchial cartilage that is bilaterally paired and articulates laterally with ceratobranchial 1 cartilage or bone and the medial end of pharyngobranchial 1."	"TAO:0001528"
<http://purl.obolibrary.org/obo/ZFA_0009113>		"CL:0000185 TAO:0009113"
<http://purl.obolibrary.org/obo/ZFA_0001102>		
<http://purl.obolibrary.org/obo/ZFA_0001343>	"Boundary between the telencephalon and diencephalon."	"TAO:0001343"
<http://purl.obolibrary.org/obo/ZFA_0001006>	"Muscle pioneer cell part of somite 21."	"TAO:0001006"
<http://purl.obolibrary.org/obo/ZFA_0005667>	"Ventral spinal nerve sub-branch that projects ventrally in the rostro-caudal center of the myotome. The axon of the CaP primary motoneuron extends in this branch."	
<http://purl.obolibrary.org/obo/ZFA_0000852>	"Undifferentiated mesodermal component of early trunk segment 15 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000852"
<http://purl.obolibrary.org/obo/ZFA_0009238>	"A neuron which conveys sensory information centrally from the periphery."	"CL:0000526 TAO:0009238"
<http://purl.obolibrary.org/obo/ZFA_0000654>	"Abducens motor nucleus which is located at the level of the superior reticular formation."	"TAO:0000654"
<http://purl.obolibrary.org/obo/ZFA_0000209>	"Preglomerular nucleus which is located between the rostral and medial preglomerular nuclei of the caudal tuberculum. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000209"
<http://purl.obolibrary.org/obo/ZFA_0001329>	"The layer within the retina where the bipolar cells synapse with the dendrites of the ganglion cells."	"TAO:0001329"
<http://purl.obolibrary.org/obo/ZFA_0000033>		"TAO:0000033"
<http://purl.obolibrary.org/obo/ZFA_0007009>	"A portion of tissue which is a fasciculated group of axons. Many time axons in the nerve are enveloped by the glial cells of the peripheral nervous system, the Schwann cells."	"TAO:0007009"
<http://purl.obolibrary.org/obo/ZFA_0001604>	"Surface structure that is the dorsal portion of the caudal fin."	"TAO:0001593"
<http://purl.obolibrary.org/obo/ZFA_0000860>	"Fast muscle cell located in somite 7."	"TAO:0000860"
<http://purl.obolibrary.org/obo/ZFA_0000947>	"Rod-like internal median skeletal support bones of the dorsal fin, which articulate with the distal radials."	"TAO:0000947"
<http://purl.obolibrary.org/obo/ZFA_0000848>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 6."	"TAO:0000848"
<http://purl.obolibrary.org/obo/ZFA_0005711>	"Glomerulus located in the mediodorsal zone of the olfactory bulb.  Glomerulus that lies ventral to mdG2 on the caudal edge of the mediodorsal glomeruli."	
<http://purl.obolibrary.org/obo/ZFA_0001344>	"The border between the dorsal and ventral thalamus."	"TAO:0001344"
<http://purl.obolibrary.org/obo/ZFA_0000534>	"The lateral longitudinal fascicule is an ascending bundle of axons. The LLF contains fibers of the auditory and mechanosensory systems which originate in the primary sensory brainstem nuclei and terminate in the torus semicircularis.   The LLF lies dorsal to the superior reticular formation, adjacent to the ventral rhombencephalic commissure.  The LLF becomes displaced more laterally as it approaches the torus semicircularis.  The LLF is homologous to the mammalian lateral lemniscus."	"TAO:0000534"
<http://purl.obolibrary.org/obo/ZFA_0005917>	"Neuromast where the paired hair cells are polarized along the anterior-posterior body axis."	
<http://purl.obolibrary.org/obo/ZFA_0000781>	"Multi-tissue structure forming the sides of the lumen of the neural tube in rhombomere 1."	"TAO:0000781"
<http://purl.obolibrary.org/obo/ZFA_0005309>	"Capillary that is part of the pronephric glomerulus. Glomerular capillary endothelial membranes in zebrafish normally have a fenestrated morphology that is visible at the ultrastructural level."	"TAO:0005309"
<http://purl.obolibrary.org/obo/ZFA_0009115>		"CL:0000188 TAO:0009115"
<http://purl.obolibrary.org/obo/ZFA_0000829>	"Ventromedial region of somite 11 that will form vertebral cartilages and connective tissues. The sclerotome lies ventral to the myotome. Cells of the sclerotome will migrate dorsally to surround the notochord and neural tube."	"TAO:0000829"
<http://purl.obolibrary.org/obo/ZFA_0005547>	"Pectoral fin lepidotrichium 1 is the leading or marginal ray of the fin and articulates with the scapula.  Lepidotrichium 1 is commonly segmented but unbranched."	"TAO:0001761"
<http://purl.obolibrary.org/obo/ZFA_0000575>	"Paired cartilage bone that contacts the pterosphenoid anteriorly, the sphenotic and the pterotic dorsally, and the epiotic and basioccipital posteriorly. The parasphenoid covers the ventral region of each prootic, the upper edge of which contributes to the hyomandibular facet. The prootic bear foramina that accommodate branches of the trigeminal and facial nerves."	"TAO:0000575"
<http://purl.obolibrary.org/obo/ZFA_0005408>	"Barbel that is attached to the distal end of the maxilla and that originates on the side of the mouth. Maxillary barbel is paired. Maxillary barbel has considerable range of motion, with contraction and protraction motivated by maxillary blood sinus. The maxillary barbel integument has taste buds. Capable of regeneration."	"TAO:0001938"
<http://purl.obolibrary.org/obo/ZFA_0001622>	"Portion of the pronephric duct (or tubule as described by Wingert et al, 2007) which is just posterior to the proximal straight tubule."	"TAO:0002236"
<http://purl.obolibrary.org/obo/ZFA_0005465>	"Joint that articulates the ceratohyal and branchiostegal ray bones. Ceratohyal-branchiostegal ray joint is paired."	"TAO:0001850"
<http://purl.obolibrary.org/obo/ZFA_0000473>	"Muscle system in the trunk."	"TAO:0000473"
<http://purl.obolibrary.org/obo/ZFA_0005822>	"Paired superficial caudal fin muscle that has a narrow attachment site along the midline posterior to the attachment of the lateralis superficialis dorsalis  and fans out to attach broadly in a region between the 4th and 8th caudal fin ray."	
<http://purl.obolibrary.org/obo/ZFA_0005971>	"Glial cell that restricts CNS-residing myelinating glia from entering the PNS. MEP glia originate from within the CNS, then migrate into the PNS, divide and produce cells that ensheath and myelinate spinal motor root axons."	
<http://purl.obolibrary.org/obo/ZFA_0000037>	"Zebrafish anatomical entity that has inherent 3D shape and is generated by coordinated expression of the organism's own genome."	"TAO:0000037 CARO:0000003"
<http://purl.obolibrary.org/obo/ZFA_0000162>	"The ectodermal rudiment of the trigeminal ganglion, distinguishable during much of the segmentation period."	"TAO:0000162"
<http://purl.obolibrary.org/obo/ZFA_0005962>	"Ionocytes associated with neuromasts. Nm ionocytes are not present at the time of neuromast deposition, and are derived from basal keratinocytes surrounding neuromasts. Nm ionocyte progenitors migrate into neuromasts as pairs of cells. The invasion process is triggered in response to changing environmental stimuli such as salinity and pH."	
<http://purl.obolibrary.org/obo/ZFA_0005034>	"Vessels run longitudinally along the horizontal myoseptum.  These vessels are not functional until after lumenization which occurs near 4 dpf."	"TAO:0005034"
<http://purl.obolibrary.org/obo/ZFA_0005321>	"Smooth muscle that is part of the blood vessel wall."	"TAO:0005321"
<http://purl.obolibrary.org/obo/ZFA_0005694>	"Glomerulus located in the ventromedial zone of the olfactory bulb. Posterior to the triplet of  ventromedial glomeruli strongly expressing calretinin."	
<http://purl.obolibrary.org/obo/ZFA_0005382>	"Fifth proximal radial of the dorsal fin."	"TAO:0005382"
<http://purl.obolibrary.org/obo/ZFA_0005364>	"Dorsal fin pterygiophore that is the rostralmost pterygiophore of the dorsal fin."	"TAO:0002094"
<http://purl.obolibrary.org/obo/ZFA_0005612>	"Synostosis where the ectopterygoid meets the entopterygoid."	
<http://purl.obolibrary.org/obo/ZFA_0000072>	"Anteriormost undifferentiated mesodermal component of early trunk segment or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000072"
<http://purl.obolibrary.org/obo/ZFA_0005189>	"Hindbrain interneuron that is part of rhombomere 5 with one rostral neuron in each hemi-rhombomere."	"TAO:0005189"
<http://purl.obolibrary.org/obo/ZFA_0005152>	"Iridescent iridophore containing silver reflecting platelets."	"TAO:0005152"
<http://purl.obolibrary.org/obo/ZFA_0001471>	"The posterior lateral line system develops from cranial ectodermal placodes, situated behind the ear, that give rise to both the neuromasts and the posterior lateral line sensory nerves that innervate the neuromasts. The posterior lateral line system consists of small sensory patches (neuromasts) located superficially on the skin or just under the skin in fluid-filled canals on the head of all fishes and most amphibians. The neuromasts are innervated by several lateral line nerves, which project primarily to the hindbrain. The posterior mechanosensory lateral line system is stimulated by local water displacements and vibrations, and detects propulsion of the fish through the water, as well as facilitating shoaling, prey capture, and predator and obstacle avoidance."	"TAO:0001471"
<http://purl.obolibrary.org/obo/ZFA_0000978>	"Undifferentiated mesodermal component of early tail segment 22 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000978"
<http://purl.obolibrary.org/obo/ZFA_0009357>	"A leukocyte with a single non-segmented nucleus in the mature form."	"CL:0000842 TAO:0009357"
<http://purl.obolibrary.org/obo/ZFA_0001473>	"Cells (completely cleaved), located underneath the superficial blastomeres and internal to the marginal blastomeres."	"TAO:0001473"
<http://purl.obolibrary.org/obo/ZFA_0001235>	"Ossifications  that develops in the small hypobranchial cartilages that lie between the medial tips of the ceratobranchials and copula 1.  Ossification may begin when the fish is 8mm."	"TAO:0001235"
<http://purl.obolibrary.org/obo/ZFA_0009353>	"The most primitive precursor in the granulocytic series, having fine, evenly distributed chromatin, several nucleoli, and a nongranular basophilic cytoplasm."	"TAO:0009353 CL:0000835"
<http://purl.obolibrary.org/obo/ZFA_0001523>	"Small cartilage that forms at the anteromedial tip of ceratobranchial 4; these are not obviously present in mature specimens, due either to resorption or fusion to the cartilaginous anterior tip of ceratobranchial 4."	"TAO:0001523"
<http://purl.obolibrary.org/obo/ZFA_0000294>	"Diencephalic nucleus which is part of the caudal tuberculum.  In goldfish the lateral torus is exclusively involved with gustatory and general visceral systems."	"TAO:0000294"
<http://purl.obolibrary.org/obo/ZFA_0001065>		"TAO:0001065"
<http://purl.obolibrary.org/obo/ZFA_0009330>	"A specialized mononuclear osteoclast associated with the absorption and removal of cementum."	"TAO:0009330 CL:0000781"
<http://purl.obolibrary.org/obo/ZFA_0001145>	"Ceratobranchial 5 tooth which is posterior to tooth 2V and anterior to tooth 4V in the ventral tooth row."	"TAO:0001145"
<http://purl.obolibrary.org/obo/ZFA_0005475>	"Joint that articulates the left and right premaxillary bones. Inter-premaxillary joint is unpaired."	"TAO:0001950"
<http://purl.obolibrary.org/obo/ZFA_0009358>	"An olfactory receptor cell in which the apical ending of the dendrite is a pronounced ciliated olfactory knob.  The soma is located basally in the olfactory epithelium."	"CL:0000847 TAO:0009358"
<http://purl.obolibrary.org/obo/ZFA_0005895>	"Chamber  in the prootic where the trunks of the trigeminal facial nerve complex pass from the brain to the outside of the cranium.  In  the  adult,  a  posteromedial extension  from  the  prootic delimits  the  medial  boundary  of  the trigeminal-facial  chamber.  The  anterior opening  of  the  trigeminal-facial  chamber lies between  the  prootic  and  the  pterosphenoid."	
<http://purl.obolibrary.org/obo/ZFA_0000784>	"Fast muscle cell located in somite 15."	"TAO:0000784"
<http://purl.obolibrary.org/obo/ZFA_0000752>	"Fast muscle cell located in somite 13."	"TAO:0000752"
<http://purl.obolibrary.org/obo/ZFA_0000041>		"TAO:0000041"
<http://purl.obolibrary.org/obo/ZFA_0005536>	"Anatomical space between bones of the neurocranium.  Frequently closes during development."	"TAO:0001738"
<http://purl.obolibrary.org/obo/ZFA_0009288>	"A primordial germ cell is a diploid germ cell precursors that transiently exist in the embryo before they enter into close association with the somatic cells of the gonad and become irreversibly committed as germ cells."	"CL:0000670 TAO:0009288"
<http://purl.obolibrary.org/obo/ZFA_0001381>	"Hypohyals are the most anterior of the bilaterally paired ventral hyoid arch elements. The two hypohyals in zebrafish ossify at the anterodorsal and anteroventral tips of the ceratohyal cartilages; no separate hypohyal cartilages are present."	"TAO:0001381"
<http://purl.obolibrary.org/obo/ZFA_0005575>	"Portion of tissue that are compact accumulations of neurons having roughly similar connections and functions."	
